gps_time,x,y,z,ve(m/3),vn(m/s),vu(m/s),roll(rad),pitch(rad),yaw(rad)
2020-10-13-16-03-46-259,-1704.765720,-2445.105645,15.702394,1.819789,-1.812936,0.010155,0.018682,-0.007954,2.337944
2020-10-13-16-03-46-269,-1704.747562,-2445.123712,15.702600,1.819476,-1.809533,0.027063,0.018329,-0.008000,2.337906
2020-10-13-16-03-46-279,-1704.729409,-2445.141773,15.702642,1.820142,-1.809698,0.018453,0.017048,-0.007845,2.337869
2020-10-13-16-03-46-289,-1704.711242,-2445.159860,15.702665,1.820123,-1.810924,0.007574,0.016959,-0.007932,2.337836
2020-10-13-16-03-46-299,-1704.693083,-2445.177943,15.702645,1.819488,-1.811226,0.000618,0.017609,-0.008088,2.337815
2020-10-13-16-03-46-309,-1704.674926,-2445.195999,15.702738,1.818495,-1.808371,0.008746,0.018494,-0.008251,2.337778
2020-10-13-16-03-46-319,-1704.656763,-2445.213993,15.703017,1.820707,-1.803648,0.031250,0.018028,-0.008264,2.337722
2020-10-13-16-03-46-329,-1704.638594,-2445.232007,15.703236,1.821341,-1.803506,0.031330,0.017179,-0.008192,2.337683
2020-10-13-16-03-46-339,-1704.620410,-2445.250048,15.703346,1.822039,-1.805711,0.019411,0.016551,-0.008183,2.337654
2020-10-13-16-03-46-349,-1704.602232,-2445.268101,15.703321,1.821554,-1.807707,0.003187,0.016716,-0.008301,2.337618
2020-10-13-16-03-46-359,-1704.584070,-2445.286111,15.703367,1.821517,-1.805739,0.008657,0.018029,-0.008450,2.337583
2020-10-13-16-03-46-369,-1704.565884,-2445.304125,15.703515,1.821967,-1.803601,0.019262,0.018145,-0.008549,2.337547
2020-10-13-16-03-46-380,-1704.547687,-2445.322130,15.703718,1.822481,-1.801836,0.027231,0.017499,-0.008495,2.337516
2020-10-13-16-03-46-390,-1704.529506,-2445.340135,15.703833,1.822355,-1.802588,0.021530,0.016528,-0.008368,2.337489
2020-10-13-16-03-46-400,-1704.511349,-2445.358139,15.703685,1.821078,-1.804354,-0.002326,0.016475,-0.008421,2.337453
2020-10-13-16-03-46-410,-1704.493169,-2445.376153,15.703598,1.821192,-1.804542,-0.008870,0.017125,-0.008507,2.337417
2020-10-13-16-03-46-420,-1704.474984,-2445.394159,15.703576,1.820858,-1.802700,-0.002742,0.017726,-0.008605,2.337364
2020-10-13-16-03-46-430,-1704.456813,-2445.412145,15.703675,1.820170,-1.800850,0.011018,0.017618,-0.008618,2.337326
2020-10-13-16-03-46-440,-1704.438633,-2445.430106,15.703664,1.822485,-1.800333,0.007614,0.016231,-0.008427,2.337308
2020-10-13-16-03-46-450,-1704.420446,-2445.448100,15.703575,1.822764,-1.802068,-0.004538,0.015762,-0.008397,2.337279
2020-10-13-16-03-46-460,-1704.402266,-2445.466117,15.703386,1.821417,-1.804270,-0.017010,0.015980,-0.008409,2.337252
2020-10-13-16-03-46-470,-1704.384118,-2445.484085,15.703242,1.819259,-1.801218,-0.010444,0.016844,-0.008527,2.337220
2020-10-13-16-03-46-480,-1704.365937,-2445.502060,15.703170,1.820711,-1.799118,-0.001848,0.016902,-0.008507,2.337187
2020-10-13-16-03-46-490,-1704.347747,-2445.520017,15.703143,1.822645,-1.797596,0.004111,0.016348,-0.008426,2.337153
2020-10-13-16-03-46-500,-1704.329558,-2445.538002,15.703072,1.822257,-1.799515,0.000698,0.015515,-0.008331,2.337123
2020-10-13-16-03-46-509,-1704.311394,-2445.555987,15.702884,1.820640,-1.801219,-0.011316,0.015073,-0.008252,2.337102
2020-10-13-16-03-46-519,-1704.293250,-2445.573945,15.702593,1.819422,-1.800364,-0.020930,0.015954,-0.008358,2.337083
2020-10-13-16-03-46-529,-1704.275073,-2445.591923,15.702426,1.820173,-1.799892,-0.014989,0.016487,-0.008390,2.337053
2020-10-13-16-03-46-539,-1704.256883,-2445.609884,15.702385,1.821560,-1.798070,-0.000721,0.016523,-0.008408,2.337022
2020-10-13-16-03-46-549,-1704.238706,-2445.627832,15.702398,1.821479,-1.796905,0.008597,0.015826,-0.008334,2.336996
2020-10-13-16-03-46-559,-1704.220558,-2445.645766,15.702183,1.820358,-1.797103,-0.008387,0.014746,-0.008160,2.336984
2020-10-13-16-03-46-569,-1704.202382,-2445.663733,15.701942,1.819940,-1.798416,-0.021984,0.014721,-0.008159,2.336953
2020-10-13-16-03-46-579,-1704.184209,-2445.681711,15.701668,1.820100,-1.800323,-0.027829,0.015501,-0.008229,2.336913
2020-10-13-16-03-46-589,-1704.166040,-2445.699652,15.701587,1.821132,-1.797775,-0.004419,0.016248,-0.008346,2.336879
2020-10-13-16-03-46-599,-1704.147863,-2445.717589,15.701583,1.820890,-1.795303,0.008725,0.015746,-0.008260,2.336861
2020-10-13-16-03-46-609,-1704.129691,-2445.735519,15.701562,1.820528,-1.794663,0.007453,0.014750,-0.008106,2.336839
2020-10-13-16-03-46-619,-1704.111526,-2445.753477,15.701415,1.819319,-1.797149,-0.006536,0.014166,-0.008016,2.336795
2020-10-13-16-03-46-630,-1704.093367,-2445.771459,15.701168,1.818454,-1.800147,-0.020669,0.014484,-0.008040,2.336767
2020-10-13-16-03-46-640,-1704.075232,-2445.789388,15.701029,1.818111,-1.797789,-0.010719,0.015963,-0.008180,2.336728
2020-10-13-16-03-46-650,-1704.057058,-2445.807325,15.701025,1.819439,-1.794997,0.004612,0.016083,-0.008179,2.336683
2020-10-13-16-03-46-660,-1704.038903,-2445.825259,15.701097,1.818934,-1.794938,0.015328,0.015372,-0.008057,2.336641
2020-10-13-16-03-46-670,-1704.020745,-2445.843222,15.701111,1.818931,-1.797629,0.012418,0.014448,-0.007885,2.336594
2020-10-13-16-03-46-680,-1704.002607,-2445.861175,15.700871,1.818318,-1.798863,-0.010148,0.014585,-0.007886,2.336577
2020-10-13-16-03-46-690,-1703.984462,-2445.879140,15.700731,1.817085,-1.798863,-0.013711,0.015296,-0.007941,2.336536
2020-10-13-16-03-46-700,-1703.966306,-2445.897096,15.700686,1.817828,-1.797970,-0.004325,0.016005,-0.007981,2.336493
2020-10-13-16-03-46-710,-1703.948154,-2445.915014,15.700751,1.819142,-1.795431,0.011875,0.015335,-0.007873,2.336436
2020-10-13-16-03-46-720,-1703.929996,-2445.932951,15.700778,1.818586,-1.795194,0.009288,0.014495,-0.007734,2.336402
2020-10-13-16-03-46-730,-1703.911877,-2445.950906,15.700679,1.814967,-1.797721,-0.005325,0.014003,-0.007668,2.336374
2020-10-13-16-03-46-740,-1703.893759,-2445.968885,15.700471,1.813295,-1.800066,-0.019491,0.014576,-0.007713,2.336334
2020-10-13-16-03-46-750,-1703.875619,-2445.986854,15.700321,1.814978,-1.799873,-0.018141,0.015883,-0.007815,2.336284
2020-10-13-16-03-46-759,-1703.857471,-2446.004747,15.700472,1.817611,-1.794346,0.013353,0.015847,-0.007843,2.336206
2020-10-13-16-03-46-769,-1703.839361,-2446.022668,15.700545,1.814553,-1.793755,0.016591,0.014729,-0.007665,2.336164
2020-10-13-16-03-46-779,-1703.821268,-2446.040625,15.700465,1.811270,-1.796493,0.001145,0.013658,-0.007524,2.336121
2020-10-13-16-03-46-789,-1703.803161,-2446.058627,15.700194,1.811507,-1.801522,-0.021475,0.013774,-0.007505,2.336096
2020-10-13-16-03-46-799,-1703.785027,-2446.076572,15.700006,1.815364,-1.798861,-0.016040,0.016062,-0.007815,2.336053
2020-10-13-16-03-46-809,-1703.766925,-2446.094504,15.700025,1.813304,-1.795100,0.005086,0.016487,-0.007931,2.335990
2020-10-13-16-03-46-819,-1703.748863,-2446.112414,15.700170,1.808553,-1.791778,0.022622,0.015596,-0.007830,2.335949
2020-10-13-16-03-46-829,-1703.730795,-2446.130346,15.700006,1.810636,-1.796370,-0.003458,0.014013,-0.007577,2.335937
2020-10-13-16-03-46-839,-1703.712705,-2446.148310,15.699816,1.812072,-1.799494,-0.020110,0.014300,-0.007650,2.335922
2020-10-13-16-03-46-849,-1703.694618,-2446.166282,15.699579,1.811166,-1.799697,-0.026195,0.015505,-0.007867,2.335894
2020-10-13-16-03-46-859,-1703.676563,-2446.184223,15.699472,1.807973,-1.796696,-0.013431,0.016579,-0.008048,2.335869
2020-10-13-16-03-46-869,-1703.658518,-2446.202109,15.699575,1.806068,-1.790807,0.010350,0.016505,-0.008071,2.335847
2020-10-13-16-03-46-880,-1703.640449,-2446.220012,15.699519,1.810315,-1.792930,0.004837,0.014557,-0.007806,2.335834
2020-10-13-16-03-46-890,-1703.622370,-2446.237949,15.699365,1.811849,-1.796385,-0.011303,0.014156,-0.007783,2.335829
2020-10-13-16-03-46-900,-1703.604298,-2446.255911,15.699098,1.809825,-1.798010,-0.026259,0.014730,-0.007926,2.335825
2020-10-13-16-03-46-910,-1703.586268,-2446.273839,15.698859,1.805805,-1.795850,-0.027511,0.015948,-0.008093,2.335816
2020-10-13-16-03-46-920,-1703.568212,-2446.291698,15.698864,1.808698,-1.790497,-0.001576,0.016181,-0.008068,2.335806
2020-10-13-16-03-46-930,-1703.550131,-2446.309606,15.698829,1.810972,-1.791629,0.003936,0.015547,-0.007986,2.335796
2020-10-13-16-03-46-940,-1703.532047,-2446.327531,15.698743,1.812169,-1.794412,-0.000930,0.014808,-0.007883,2.335811
2020-10-13-16-03-46-950,-1703.513994,-2446.345453,15.698439,1.809551,-1.795057,-0.021212,0.015140,-0.007941,2.335833
2020-10-13-16-03-46-960,-1703.495935,-2446.363375,15.698204,1.807992,-1.794169,-0.023740,0.015768,-0.007972,2.335837
2020-10-13-16-03-46-970,-1703.477857,-2446.381296,15.698019,1.809195,-1.793223,-0.017444,0.016373,-0.008018,2.335840
2020-10-13-16-03-46-980,-1703.459768,-2446.399208,15.697920,1.811025,-1.792541,-0.006969,0.016440,-0.008042,2.335836
2020-10-13-16-03-46-990,-1703.441684,-2446.417121,15.697872,1.811401,-1.792705,0.000741,0.015913,-0.007952,2.335842
2020-10-13-16-03-47-000,-1703.423639,-2446.435023,15.697639,1.809649,-1.793898,-0.012242,0.015247,-0.007869,2.335831
2020-10-13-16-03-47-009,-1703.405583,-2446.452954,15.697417,1.807536,-1.794830,-0.020385,0.015370,-0.007831,2.335829
2020-10-13-16-03-47-019,-1703.387532,-2446.470898,15.697181,1.806436,-1.796162,-0.023348,0.015946,-0.007871,2.335820
2020-10-13-16-03-47-029,-1703.369452,-2446.488834,15.697004,1.808917,-1.795824,-0.018283,0.016551,-0.007928,2.335806
2020-10-13-16-03-47-039,-1703.351384,-2446.506706,15.697004,1.810375,-1.794531,-0.002507,0.016179,-0.007857,2.335785
2020-10-13-16-03-47-049,-1703.333337,-2446.524526,15.697015,1.810234,-1.794893,-0.001858,0.015717,-0.007768,2.335761
2020-10-13-16-03-47-059,-1703.315312,-2446.542358,15.696972,1.807815,-1.796053,-0.007881,0.015315,-0.007690,2.335753
2020-10-13-16-03-47-069,-1703.297320,-2446.560114,15.696884,1.806696,-1.796140,-0.017574,0.015798,-0.007692,2.335741
2020-10-13-16-03-47-079,-1703.279290,-2446.577945,15.696809,1.807451,-1.795648,-0.015040,0.016274,-0.007692,2.335715
2020-10-13-16-03-47-089,-1703.261244,-2446.595777,15.696814,1.808820,-1.795156,-0.005635,0.016558,-0.007670,2.335677
2020-10-13-16-03-47-099,-1703.243189,-2446.613609,15.696891,1.809548,-1.794583,0.003622,0.016203,-0.007597,2.335652
2020-10-13-16-03-47-109,-1703.225182,-2446.631419,15.696936,1.807465,-1.794342,0.003209,0.015434,-0.007429,2.335632
2020-10-13-16-03-47-119,-1703.207170,-2446.649176,15.696826,1.807936,-1.794735,-0.015098,0.015412,-0.007357,2.335599
2020-10-13-16-03-47-130,-1703.189134,-2446.667005,15.696742,1.808475,-1.795499,-0.017206,0.015948,-0.007379,2.335568
2020-10-13-16-03-47-140,-1703.171074,-2446.684838,15.696719,1.809746,-1.794863,-0.010996,0.016578,-0.007376,2.335540
2020-10-13-16-03-47-150,-1703.153033,-2446.702645,15.696811,1.809063,-1.792946,0.001597,0.016593,-0.007352,2.335515
2020-10-13-16-03-47-160,-1703.135033,-2446.720351,15.696926,1.807741,-1.790035,0.003075,0.015587,-0.007151,2.335480
2020-10-13-16-03-47-170,-1703.116991,-2446.738138,15.696935,1.808456,-1.789851,-0.003800,0.015246,-0.007059,2.335434
2020-10-13-16-03-47-180,-1703.098964,-2446.755929,15.696878,1.807743,-1.790834,-0.012086,0.015440,-0.007065,2.335384
2020-10-13-16-03-47-190,-1703.080939,-2446.773721,15.696821,1.807372,-1.791534,-0.014429,0.016126,-0.007104,2.335363
2020-10-13-16-03-47-200,-1703.062921,-2446.791423,15.697011,1.807409,-1.788319,0.005033,0.016530,-0.007137,2.335346
2020-10-13-16-03-47-210,-1703.044881,-2446.809172,15.697163,1.808585,-1.786146,0.013014,0.016194,-0.007052,2.335308
2020-10-13-16-03-47-220,-1703.026845,-2446.826921,15.697298,1.808561,-1.785863,0.012240,0.015499,-0.006921,2.335278
2020-10-13-16-03-47-230,-1703.008811,-2446.844684,15.697330,1.808396,-1.787305,0.001868,0.015030,-0.006873,2.335257
2020-10-13-16-03-47-240,-1702.990812,-2446.862384,15.697298,1.807271,-1.788422,-0.009787,0.015922,-0.006994,2.335237
2020-10-13-16-03-47-250,-1702.972776,-2446.880144,15.697339,1.807374,-1.787311,-0.003921,0.016578,-0.007045,2.335211
2020-10-13-16-03-47-259,-1702.954730,-2446.897888,15.697476,1.808241,-1.785255,0.007434,0.016737,-0.007081,2.335194
2020-10-13-16-03-47-269,-1702.936697,-2446.915610,15.697666,1.807634,-1.782926,0.015621,0.016133,-0.007015,2.335183
2020-10-13-16-03-47-279,-1702.918708,-2446.933266,15.697703,1.806967,-1.784293,-0.000524,0.015173,-0.006934,2.335164
2020-10-13-16-03-47-289,-1702.900689,-2446.951018,15.697659,1.805680,-1.786143,-0.012198,0.015298,-0.006982,2.335149
2020-10-13-16-03-47-299,-1702.882670,-2446.968774,15.697606,1.805713,-1.787209,-0.015281,0.016028,-0.007099,2.335143
2020-10-13-16-03-47-309,-1702.864655,-2446.986514,15.697626,1.805636,-1.786194,-0.008520,0.016764,-0.007225,2.335130
2020-10-13-16-03-47-319,-1702.846658,-2447.004149,15.697849,1.805300,-1.781846,0.008980,0.016077,-0.007201,2.335129
2020-10-13-16-03-47-329,-1702.828646,-2447.021862,15.697929,1.805581,-1.781926,0.005921,0.015343,-0.007162,2.335123
2020-10-13-16-03-47-339,-1702.810633,-2447.039593,15.697893,1.805395,-1.783472,-0.006844,0.014936,-0.007185,2.335120
2020-10-13-16-03-47-349,-1702.792642,-2447.057346,15.697766,1.803649,-1.786121,-0.019179,0.015286,-0.007286,2.335120
2020-10-13-16-03-47-359,-1702.774682,-2447.075006,15.697816,1.802540,-1.784539,-0.008553,0.016496,-0.007471,2.335108
2020-10-13-16-03-47-369,-1702.756675,-2447.092719,15.697900,1.803845,-1.781418,0.004003,0.016527,-0.007525,2.335092
2020-10-13-16-03-47-380,-1702.738666,-2447.110421,15.698021,1.804881,-1.779939,0.010434,0.015816,-0.007450,2.335076
2020-10-13-16-03-47-390,-1702.720663,-2447.128147,15.698043,1.804806,-1.781888,0.002984,0.014875,-0.007378,2.335078
2020-10-13-16-03-47-400,-1702.702712,-2447.145839,15.697903,1.802393,-1.785809,-0.017803,0.015407,-0.007476,2.335085
2020-10-13-16-03-47-410,-1702.684734,-2447.163566,15.697828,1.802096,-1.784811,-0.016632,0.016258,-0.007581,2.335083
2020-10-13-16-03-47-420,-1702.666752,-2447.181283,15.697878,1.801410,-1.782001,-0.003199,0.016854,-0.007681,2.335066
2020-10-13-16-03-47-430,-1702.648820,-2447.198896,15.698091,1.799456,-1.779000,0.011899,0.015843,-0.007514,2.335059
2020-10-13-16-03-47-440,-1702.630876,-2447.216581,15.698199,1.797954,-1.778549,0.008518,0.015164,-0.007411,2.335037
2020-10-13-16-03-47-450,-1702.612931,-2447.234278,15.698219,1.797507,-1.779336,-0.002479,0.015029,-0.007340,2.334999
2020-10-13-16-03-47-460,-1702.594996,-2447.251971,15.698200,1.797282,-1.779788,-0.009073,0.015651,-0.007324,2.334967
2020-10-13-16-03-47-470,-1702.577077,-2447.269659,15.698281,1.795784,-1.779413,-0.002055,0.016610,-0.007344,2.334928
2020-10-13-16-03-47-480,-1702.559173,-2447.287249,15.698657,1.795520,-1.775773,0.024242,0.016326,-0.007171,2.334905
2020-10-13-16-03-47-490,-1702.541250,-2447.304915,15.698937,1.795439,-1.775496,0.028618,0.015620,-0.006901,2.334882
2020-10-13-16-03-47-500,-1702.523328,-2447.322578,15.699164,1.796469,-1.776483,0.022741,0.015046,-0.006675,2.334872
2020-10-13-16-03-47-509,-1702.505411,-2447.340265,15.699305,1.795712,-1.778159,0.012123,0.015090,-0.006517,2.334850
2020-10-13-16-03-47-519,-1702.487548,-2447.357846,15.699546,1.793448,-1.776072,0.015138,0.016231,-0.006393,2.334834
2020-10-13-16-03-47-529,-1702.469641,-2447.375491,15.699854,1.793442,-1.773407,0.026420,0.016477,-0.006205,2.334810
2020-10-13-16-03-47-539,-1702.451725,-2447.393111,15.700224,1.794579,-1.770667,0.035011,0.016082,-0.005903,2.334774
2020-10-13-16-03-47-549,-1702.433809,-2447.410736,15.700553,1.795346,-1.770685,0.033301,0.015307,-0.005538,2.334761
2020-10-13-16-03-47-559,-1702.415946,-2447.428311,15.700740,1.792959,-1.772938,0.015577,0.015480,-0.005332,2.334750
2020-10-13-16-03-47-569,-1702.398064,-2447.445920,15.700961,1.792223,-1.771296,0.014585,0.016056,-0.005140,2.334735
2020-10-13-16-03-47-579,-1702.380178,-2447.463516,15.701246,1.790934,-1.768168,0.021290,0.016493,-0.004950,2.334715
2020-10-13-16-03-47-589,-1702.362336,-2447.481013,15.701654,1.789876,-1.765770,0.031575,0.016078,-0.004676,2.334701
2020-10-13-16-03-47-599,-1702.344483,-2447.498575,15.701994,1.788682,-1.765150,0.031363,0.015698,-0.004401,2.334690
2020-10-13-16-03-47-609,-1702.326636,-2447.516132,15.702282,1.787522,-1.764296,0.025072,0.015518,-0.004153,2.334678
2020-10-13-16-03-47-619,-1702.308803,-2447.533671,15.702512,1.786557,-1.762966,0.017695,0.015738,-0.003968,2.334654
2020-10-13-16-03-47-630,-1702.290988,-2447.551201,15.702763,1.784941,-1.762049,0.017420,0.016253,-0.003850,2.334612
2020-10-13-16-03-47-640,-1702.273181,-2447.568668,15.703179,1.785205,-1.760934,0.029965,0.016367,-0.003722,2.334577
2020-10-13-16-03-47-650,-1702.255368,-2447.586180,15.703518,1.784972,-1.760012,0.031449,0.015923,-0.003515,2.334565
2020-10-13-16-03-47-660,-1702.237549,-2447.603698,15.703789,1.785356,-1.760430,0.024799,0.015548,-0.003329,2.334562
2020-10-13-16-03-47-670,-1702.219750,-2447.621213,15.703983,1.783990,-1.760585,0.015498,0.015603,-0.003219,2.334538
2020-10-13-16-03-47-680,-1702.201998,-2447.638643,15.704230,1.781167,-1.758622,0.014796,0.016227,-0.003224,2.334489
2020-10-13-16-03-47-690,-1702.184221,-2447.656120,15.704464,1.780351,-1.755913,0.017824,0.016372,-0.003143,2.334458
2020-10-13-16-03-47-700,-1702.166449,-2447.673589,15.704723,1.780027,-1.754778,0.021444,0.016196,-0.003051,2.334419
2020-10-13-16-03-47-710,-1702.148703,-2447.691002,15.704953,1.779945,-1.755734,0.015543,0.015705,-0.002904,2.334386
2020-10-13-16-03-47-720,-1702.130949,-2447.708467,15.705095,1.778873,-1.755376,0.008048,0.015655,-0.002844,2.334346
2020-10-13-16-03-47-730,-1702.113198,-2447.725927,15.705202,1.778458,-1.754848,0.003700,0.015950,-0.002808,2.334309
2020-10-13-16-03-47-740,-1702.095437,-2447.743385,15.705324,1.778397,-1.753529,0.005023,0.016272,-0.002797,2.334264
2020-10-13-16-03-47-750,-1702.077678,-2447.760835,15.705473,1.778932,-1.753132,0.008723,0.016287,-0.002786,2.334224
2020-10-13-16-03-47-759,-1702.059955,-2447.778212,15.705658,1.778083,-1.752639,0.009886,0.015796,-0.002677,2.334214
2020-10-13-16-03-47-769,-1702.042220,-2447.795641,15.705745,1.776961,-1.751339,0.004502,0.015541,-0.002634,2.334193
2020-10-13-16-03-47-779,-1702.024496,-2447.813068,15.705770,1.774967,-1.750315,-0.002624,0.015591,-0.002601,2.334169
2020-10-13-16-03-47-789,-1702.006778,-2447.830468,15.705797,1.774565,-1.748387,-0.004317,0.015946,-0.002597,2.334139
2020-10-13-16-03-47-799,-1701.989072,-2447.847795,15.705939,1.775700,-1.747385,0.003605,0.016149,-0.002613,2.334095
2020-10-13-16-03-47-809,-1701.971349,-2447.865185,15.706046,1.775014,-1.746071,0.007605,0.015916,-0.002536,2.334078
2020-10-13-16-03-47-819,-1701.953641,-2447.882562,15.706126,1.773911,-1.745160,0.005752,0.015548,-0.002485,2.334071
2020-10-13-16-03-47-829,-1701.935952,-2447.899866,15.706182,1.774052,-1.744784,-0.000794,0.015660,-0.002451,2.334076
2020-10-13-16-03-47-839,-1701.918244,-2447.917228,15.706226,1.774111,-1.743964,-0.000526,0.015910,-0.002474,2.334062
2020-10-13-16-03-47-849,-1701.900555,-2447.934576,15.706322,1.772680,-1.743135,0.005306,0.016115,-0.002467,2.334058
2020-10-13-16-03-47-859,-1701.882863,-2447.951912,15.706495,1.771540,-1.740856,0.014084,0.016007,-0.002393,2.334066
2020-10-13-16-03-47-869,-1701.865190,-2447.969236,15.706673,1.769774,-1.739157,0.016992,0.015578,-0.002302,2.334067
2020-10-13-16-03-47-880,-1701.847543,-2447.986489,15.706813,1.769583,-1.739533,0.010293,0.015351,-0.002182,2.334075
2020-10-13-16-03-47-890,-1701.829887,-2448.003814,15.706945,1.768329,-1.740037,0.008983,0.015509,-0.002151,2.334078
2020-10-13-16-03-47-900,-1701.812238,-2448.021124,15.707122,1.767561,-1.738936,0.012889,0.015795,-0.002085,2.334077
2020-10-13-16-03-47-910,-1701.794599,-2448.038414,15.707379,1.766766,-1.736967,0.021276,0.015843,-0.002001,2.334073
2020-10-13-16-03-47-920,-1701.776973,-2448.055654,15.707700,1.766868,-1.737440,0.025748,0.015271,-0.001798,2.334069
2020-10-13-16-03-47-930,-1701.759335,-2448.072956,15.707963,1.766520,-1.737534,0.024294,0.014964,-0.001629,2.334080
2020-10-13-16-03-47-940,-1701.741712,-2448.090260,15.708187,1.764924,-1.737664,0.019722,0.014928,-0.001526,2.334080
2020-10-13-16-03-47-950,-1701.724121,-2448.107468,15.708501,1.764221,-1.735272,0.023927,0.015414,-0.001388,2.334068
2020-10-13-16-03-47-960,-1701.706505,-2448.124749,15.708822,1.763616,-1.734264,0.029844,0.015418,-0.001253,2.334052
2020-10-13-16-03-47-970,-1701.688909,-2448.142013,15.709190,1.762923,-1.733764,0.035273,0.015153,-0.001033,2.334035
2020-10-13-16-03-47-980,-1701.671313,-2448.159283,15.709551,1.761781,-1.733388,0.035298,0.014723,-0.000791,2.334022
2020-10-13-16-03-47-990,-1701.653719,-2448.176543,15.709859,1.761699,-1.732871,0.029838,0.014407,-0.000595,2.334008
2020-10-13-16-03-48-000,-1701.636165,-2448.193736,15.710162,1.760996,-1.733276,0.024631,0.014858,-0.000435,2.333984
2020-10-13-16-03-48-009,-1701.618582,-2448.210996,15.710475,1.760421,-1.732549,0.026715,0.015033,-0.000273,2.333955
2020-10-13-16-03-48-019,-1701.601007,-2448.228240,15.710815,1.760326,-1.731568,0.030185,0.015048,-0.000095,2.333927
2020-10-13-16-03-48-029,-1701.583428,-2448.245482,15.711180,1.759518,-1.729841,0.033461,0.014849,0.000095,2.333892
